id,created_at,created_at_epoch,adjective,category,modifier,name,price
3614,2013-03-10 19:59:44,1362938384000,prize-winning,gadget,charger,prize-winning gadget charger,19.58
129,2013-03-11 04:05:40,1362967540000,,widget,refill,widget refill,2.4
3719,2013-03-11 07:39:19,1362980359000,industrial-strength,contraption,,industrial-strength contraption,750.0
2299,2013-03-11 07:58:37,1362981517000,rechargable,dongle,,rechargable dongle,39.0
2275,2013-03-11 08:26:41,1362983201000,extra-strength,tool,charger,extra-strength tool charger,10.0
2539,2013-03-11 09:55:02,1362988502000,analog,apparatus,,analog apparatus,270.0
3632,2013-03-11 14:38:27,1363005507000,organic,instrument,carrying_case,organic instrument carrying_case,39.6
1303,2013-03-11 14:55:34,1363006534000,glossy,instrument,,glossy instrument,52.8
3209,2013-03-11 16:37:31,1363012651000,glossy,widget,,glossy widget,3.6
2180,2013-03-12 07:04:09,1363064649000,prize-winning,dongle,storage_unit,prize-winning dongle storage_unit,82.5
2667,2013-03-12 09:10:06,1363072206000,reflective,instrument,charger,reflective instrument charger,11.44
827,2013-03-12 14:50:04,1363092604000,industrial-strength,instrument,,industrial-strength instrument,132.0
3077,2013-03-12 18:26:04,1363105564000,matte,widget,opener,matte widget opener,1.88
1068,2013-03-13 04:10:30,1363140630000,matte,tool,opener,matte tool opener,15.62
1977,2013-03-13 04:45:31,1363142731000,miniature,device,wrapper,miniature device wrapper,11.0
246,2013-03-13 05:43:14,1363146194000,miniature,tool,,miniature tool,13.75
2642,2013-03-13 07:18:10,1363151890000,miniature,gadget,refill,miniature gadget refill,39.16
3640,2013-03-13 10:35:44,1363163744000,glossy,contraption,how-to-manual,glossy contraption how-to-manual,0.0
3405,2013-03-13 12:18:42,1363169922000,extra-strength,mechanism,storage_unit,extra-strength mechanism storage_unit,75.0
1510,2013-03-14 03:19:47,1363223987000,aerodynamic,apparatus,,aerodynamic apparatus,420.0
2932,2013-03-14 07:05:46,1363237546000,prize-winning,dongle,,prize-winning dongle,33.0
1315,2013-03-14 07:38:27,1363239507000,reflective,dongle,carrying_case,reflective dongle carrying_case,23.4
1277,2013-03-14 08:07:59,1363241279000,glossy,device,storage_unit,glossy device storage_unit,150.0
1853,2013-03-14 08:54:45,1363244085000,matte,dongle,,matte dongle,37.5
2344,2013-03-14 15:56:20,1363269380000,prize-winning,tool,,prize-winning tool,27.5
1713,2013-03-14 16:52:17,1363272737000,miniature,instrument,storage_unit,miniature instrument storage_unit,60.5
2464,2013-03-14 20:57:35,1363287455000,fuzzy,device,,fuzzy device,50.0
2678,2013-03-14 22:44:12,1363293852000,digital,dongle,,digital dongle,33.0
719,2013-03-15 03:00:09,1363309209000,reflective,module,wrapper,reflective module wrapper,52.0
2390,2013-03-15 03:58:05,1363312685000,organic,widget,refill,organic widget refill,3.6
3086,2013-03-15 06:51:48,1363323108000,organic,instrument,,organic instrument,66.0
1164,2013-03-15 17:36:06,1363361766000,digital,apparatus,opener,digital apparatus opener,165.0
487,2013-03-15 18:14:19,1363364059000,,apparatus,charger,apparatus charger,60.0
3056,2013-03-15 21:03:10,1363374190000,aerodynamic,tool,,aerodynamic tool,35.0
2389,2013-03-16 00:16:33,1363385793000,matte,widget,how-to-manual,matte widget how-to-manual,0.0
1732,2013-03-16 00:54:44,1363388084000,rechargable,dongle,how-to-manual,rechargable dongle how-to-manual,0.0
2316,2013-03-16 07:51:24,1363413084000,digital,widget,,digital widget,3.3
2052,2013-03-16 08:22:04,1363414924000,extra-strength,gadget,carrying_case,extra-strength gadget carrying_case,106.8
3695,2013-03-16 13:26:10,1363433170000,,module,cleaner,module cleaner,60.0
1935,2013-03-16 18:14:31,1363450471000,industrial-strength,device,cleaner,industrial-strength device cleaner,90.0
3504,2013-03-16 23:07:59,1363468079000,aerodynamic,mechanism,,aerodynamic mechanism,21.0
1388,2013-03-17 04:16:01,1363486561000,digital,dongle,storage_unit,digital dongle storage_unit,82.5
3981,2013-03-17 06:16:27,1363493787000,digital,apparatus,cleaner,digital apparatus cleaner,198.0
550,2013-03-17 09:36:19,1363505779000,miniature,apparatus,refill,miniature apparatus refill,132.0
1777,2013-03-17 19:01:27,1363539687000,industrial-strength,gadget,refill,industrial-strength gadget refill,213.6
1014,2013-03-18 17:08:41,1363619321000,digital,tool,how-to-manual,digital tool how-to-manual,0.0
3904,2013-03-19 01:05:39,1363647939000,reflective,module,opener,reflective module opener,65.0
430,2013-03-19 06:18:05,1363666685000,prize-winning,dongle,charger,prize-winning dongle charger,6.6
3505,2013-03-19 09:09:21,1363676961000,fuzzy,tool,carrying_case,fuzzy tool carrying_case,15.0
2178,2013-03-19 16:32:16,1363703536000,prize-winning,gadget,warmer,prize-winning gadget warmer,107.69
138,2013-03-19 17:20:31,1363706431000,matte,widget,refill,matte widget refill,3.0
2069,2013-03-19 21:29:54,1363721394000,,apparatus,opener,apparatus opener,150.0
540,2013-03-20 02:27:28,1363739248000,reflective,gadget,wrapper,reflective gadget wrapper,46.28
2387,2013-03-20 04:00:01,1363744801000,reflective,mechanism,how-to-manual,reflective mechanism how-to-manual,0.0
3011,2013-03-20 04:39:35,1363747175000,prize-winning,gadget,charger,prize-winning gadget charger,19.58
1141,2013-03-20 17:01:25,1363791685000,glossy,tool,,glossy tool,30.0
3167,2013-03-20 21:02:47,1363806167000,,gadget,charger,gadget charger,17.8
2730,2013-03-21 05:04:07,1363835047000,glossy,device,,glossy device,60.0
3965,2013-03-21 05:16:07,1363835767000,fuzzy,instrument,,fuzzy instrument,44.0
3990,2013-03-21 06:35:11,1363840511000,glossy,mechanism,,glossy mechanism,18.0
1210,2013-03-21 12:47:45,1363862865000,,tool,how-to-manual,tool how-to-manual,0.0
477,2013-03-21 15:09:08,1363871348000,fuzzy,module,how-to-manual,fuzzy module how-to-manual,0.0
762,2013-03-21 16:22:41,1363875761000,aerodynamic,widget,storage_unit,aerodynamic widget storage_unit,10.5
2137,2013-03-21 18:52:45,1363884765000,rechargable,apparatus,,rechargable apparatus,390.0
287,2013-03-21 23:46:01,1363902361000,matte,gadget,,matte gadget,111.25
754,2013-03-22 03:32:34,1363915954000,aerodynamic,dongle,how-to-manual,aerodynamic dongle how-to-manual,0.0
2373,2013-03-22 10:28:08,1363940888000,analog,widget,cleaner,analog widget cleaner,1.62
1271,2013-03-22 10:55:24,1363942524000,digital,widget,wrapper,digital widget wrapper,1.32
3677,2013-03-22 19:36:02,1363973762000,organic,contraption,warmer,organic contraption warmer,412.5
2013,2013-03-22 20:28:38,1363976918000,glossy,dongle,warmer,glossy dongle warmer,39.6
2685,2013-03-22 21:07:24,1363979244000,analog,gadget,storage_unit,analog gadget storage_unit,200.25
3869,2013-03-22 23:25:47,1363987547000,analog,device,,analog device,45.0
635,2013-03-23 01:09:10,1363993750000,miniature,mechanism,refill,miniature mechanism refill,6.6
3404,2013-03-23 09:08:37,1364022517000,organic,gadget,charger,organic gadget charger,26.7
1018,2013-03-24 00:09:14,1364076554000,reflective,gadget,wrapper,reflective gadget wrapper,46.28
132,2013-03-24 04:18:44,1364091524000,analog,device,refill,analog device refill,36.0
3681,2013-03-24 06:01:33,1364097693000,rechargable,instrument,,rechargable instrument,57.2
1093,2013-03-24 08:52:00,1364107920000,glossy,tool,,glossy tool,30.0
3033,2013-03-24 09:04:02,1364108642000,,widget,opener,widget opener,1.5
2142,2013-03-24 12:45:13,1364121913000,industrial-strength,widget,how-to-manual,industrial-strength widget how-to-manual,0.0
3594,2013-03-24 17:01:45,1364137305000,fuzzy,module,,fuzzy module,100.0
411,2013-03-25 07:38:39,1364189919000,prize-winning,dongle,,prize-winning dongle,33.0
2058,2013-03-25 09:02:49,1364194969000,fuzzy,module,opener,fuzzy module opener,50.0
2447,2013-03-25 09:21:25,1364196085000,,contraption,,contraption,250.0
2094,2013-03-25 17:21:40,1364224900000,analog,tool,,analog tool,22.5
2122,2013-03-26 01:52:28,1364255548000,matte,device,opener,matte device opener,31.25
2382,2013-03-26 01:56:12,1364255772000,extra-strength,tool,carrying_case,extra-strength tool carrying_case,30.0
534,2013-03-26 07:32:20,1364275940000,prize-winning,tool,warmer,prize-winning tool warmer,30.25
1712,2013-03-26 10:17:28,1364285848000,fuzzy,mechanism,opener,fuzzy mechanism opener,7.5
1634,2013-03-26 12:20:50,1364293250000,industrial-strength,instrument,,industrial-strength instrument,132.0
1793,2013-03-26 21:44:11,1364327051000,,mechanism,cleaner,mechanism cleaner,9.0
2612,2013-03-27 04:48:08,1364352488000,reflective,gadget,,reflective gadget,115.7
1648,2013-03-27 09:27:27,1364369247000,digital,instrument,warmer,digital instrument warmer,53.24
2623,2013-03-27 12:41:08,1364380868000,extra-strength,mechanism,,extra-strength mechanism,30.0
3466,2013-03-27 13:54:49,1364385289000,digital,gadget,how-to-manual,digital gadget how-to-manual,0.0
2631,2013-03-27 16:43:13,1364395393000,reflective,dongle,refill,reflective dongle refill,31.2
3574,2013-03-27 19:34:55,1364405695000,digital,dongle,storage_unit,digital dongle storage_unit,82.5
2568,2013-03-28 06:20:14,1364444414000,,mechanism,,mechanism,15.0
1047,2013-03-28 06:55:41,1364446541000,miniature,widget,warmer,miniature widget warmer,1.82
2928,2013-03-28 07:11:17,1364447477000,matte,apparatus,warmer,matte apparatus warmer,412.5
3289,2013-03-28 07:33:30,1364448810000,reflective,instrument,,reflective instrument,57.2
1204,2013-03-28 18:01:31,1364486491000,fuzzy,contraption,,fuzzy contraption,250.0
1934,2013-03-28 18:57:13,1364489833000,glossy,module,wrapper,glossy module wrapper,48.0
2341,2013-03-28 21:27:48,1364498868000,miniature,widget,,miniature widget,1.65
2267,2013-03-29 04:21:31,1364523691000,,contraption,carrying_case,contraption carrying_case,150.0
143,2013-03-29 06:33:10,1364531590000,glossy,mechanism,,glossy mechanism,18.0
2525,2013-03-29 12:50:13,1364554213000,miniature,dongle,refill,miniature dongle refill,13.2
360,2013-03-29 14:53:30,1364561610000,,device,refill,device refill,40.0
1594,2013-03-29 20:53:01,1364583181000,matte,tool,how-to-manual,matte tool how-to-manual,0.0
2354,2013-03-30 01:18:30,1364599110000,industrial-strength,apparatus,storage_unit,industrial-strength apparatus storage_unit,2250.0
1238,2013-03-30 04:00:26,1364608826000,,mechanism,opener,mechanism opener,7.5
2179,2013-03-30 05:31:08,1364614268000,digital,dongle,,digital dongle,33.0
955,2013-03-30 12:20:24,1364638824000,aerodynamic,gadget,opener,aerodynamic gadget opener,62.3
2705,2013-03-30 13:12:51,1364641971000,fuzzy,contraption,storage_unit,fuzzy contraption storage_unit,625.0
275,2013-03-30 13:31:28,1364643088000,aerodynamic,gadget,,aerodynamic gadget,124.6
1214,2013-03-30 18:28:06,1364660886000,industrial-strength,dongle,storage_unit,industrial-strength dongle storage_unit,225.0
3577,2013-03-30 21:56:50,1364673410000,digital,contraption,,digital contraption,275.0
2072,2013-03-31 06:31:56,1364700716000,analog,contraption,wrapper,analog contraption wrapper,90.0
3044,2013-03-31 08:15:04,1364706904000,,mechanism,,mechanism,15.0
3323,2013-03-31 16:21:46,1364736106000,matte,module,warmer,matte module warmer,137.5
3241,2013-03-31 22:23:59,1364757839000,organic,contraption,storage_unit,organic contraption storage_unit,937.5
3146,2013-04-01 08:41:53,1364794913000,analog,contraption,charger,analog contraption charger,45.0
3533,2013-04-01 12:13:22,1364807602000,reflective,dongle,refill,reflective dongle refill,31.2
483,2013-04-01 12:36:15,1364808975000,miniature,instrument,warmer,miniature instrument warmer,26.62
2225,2013-04-01 12:42:43,1364809363000,rechargable,contraption,storage_unit,rechargable contraption storage_unit,812.5
2000,2013-04-01 19:52:09,1364835129000,organic,tool,warmer,organic tool warmer,41.25
2782,2013-04-02 02:51:11,1364860271000,glossy,device,,glossy device,60.0
564,2013-04-02 02:55:17,1364860517000,,gadget,wrapper,gadget wrapper,35.6
3650,2013-04-02 06:51:18,1364874678000,digital,gadget,,digital gadget,97.9
1820,2013-04-02 13:19:07,1364897947000,,widget,,widget,3.0
3809,2013-04-02 15:09:14,1364904554000,digital,tool,,digital tool,27.5
2408,2013-04-02 17:26:59,1364912819000,matte,mechanism,how-to-manual,matte mechanism how-to-manual,0.0
2920,2013-04-02 19:57:16,1364921836000,matte,contraption,charger,matte contraption charger,62.5
2253,2013-04-02 21:29:45,1364927385000,reflective,module,cleaner,reflective module cleaner,78.0
1852,2013-04-03 01:05:31,1364940331000,organic,contraption,,organic contraption,375.0
1275,2013-04-03 05:38:18,1364956698000,matte,mechanism,,matte mechanism,18.75
2550,2013-04-03 09:13:30,1364969610000,organic,apparatus,,organic apparatus,450.0
1620,2013-04-03 11:22:41,1364977361000,industrial-strength,instrument,charger,industrial-strength instrument charger,26.4
2495,2013-04-03 15:26:39,1364991999000,glossy,mechanism,storage_unit,glossy mechanism storage_unit,45.0
581,2013-04-03 16:11:39,1364994699000,reflective,dongle,how-to-manual,reflective dongle how-to-manual,0.0
1551,2013-04-04 05:22:33,1365042153000,rechargable,device,,rechargable device,65.0
475,2013-04-04 17:09:02,1365084542000,miniature,apparatus,refill,miniature apparatus refill,132.0
2846,2013-04-04 18:39:35,1365089975000,prize-winning,gadget,carrying_case,prize-winning gadget carrying_case,58.74
1548,2013-04-05 00:46:37,1365111997000,aerodynamic,gadget,,aerodynamic gadget,124.6
903,2013-04-05 01:57:02,1365116222000,rechargable,mechanism,refill,rechargable mechanism refill,15.6
1980,2013-04-05 04:02:08,1365123728000,analog,mechanism,wrapper,analog mechanism wrapper,5.4
2,2013-04-05 05:00:32,1365127232000,,contraption,opener,contraption opener,125.0
1061,2013-04-05 14:31:04,1365161464000,extra-strength,instrument,charger,extra-strength instrument charger,17.6
3197,2013-04-05 16:02:51,1365166971000,analog,contraption,,analog contraption,225.0
2372,2013-04-06 06:23:53,1365218633000,digital,mechanism,carrying_case,digital mechanism carrying_case,9.9
2457,2013-04-06 19:47:04,1365266824000,fuzzy,mechanism,storage_unit,fuzzy mechanism storage_unit,37.5
3974,2013-04-07 02:08:00,1365289680000,industrial-strength,module,,industrial-strength module,300.0
2606,2013-04-07 10:50:46,1365321046000,fuzzy,gadget,charger,fuzzy gadget charger,17.8
2368,2013-04-07 14:23:41,1365333821000,reflective,mechanism,how-to-manual,reflective mechanism how-to-manual,0.0
1110,2013-04-07 19:03:53,1365350633000,organic,tool,charger,organic tool charger,7.5
1804,2013-04-07 19:19:23,1365351563000,prize-winning,apparatus,cleaner,prize-winning apparatus cleaner,198.0
3524,2013-04-08 01:54:37,1365375277000,industrial-strength,widget,refill,industrial-strength widget refill,7.2
1406,2013-04-08 05:59:31,1365389971000,reflective,contraption,warmer,reflective contraption warmer,357.5
3109,2013-04-08 06:44:46,1365392686000,glossy,contraption,,glossy contraption,300.0
703,2013-04-08 09:29:09,1365402549000,aerodynamic,widget,wrapper,aerodynamic widget wrapper,1.68
367,2013-04-08 12:18:32,1365412712000,rechargable,contraption,,rechargable contraption,325.0
3680,2013-04-08 13:21:55,1365416515000,aerodynamic,gadget,how-to-manual,aerodynamic gadget how-to-manual,0.0
2587,2013-04-08 15:03:35,1365422615000,matte,module,,matte module,125.0
3132,2013-04-08 22:43:04,1365450184000,analog,gadget,cleaner,analog gadget cleaner,48.06
2357,2013-04-09 02:05:32,1365462332000,reflective,dongle,how-to-manual,reflective dongle how-to-manual,0.0
3786,2013-04-09 04:36:51,1365471411000,extra-strength,module,,extra-strength module,200.0
1488,2013-04-09 15:53:42,1365512022000,analog,tool,opener,analog tool opener,11.25
1353,2013-04-09 20:35:10,1365528910000,,mechanism,,mechanism,15.0
3304,2013-04-10 00:33:57,1365543237000,industrial-strength,mechanism,,industrial-strength mechanism,45.0
1436,2013-04-10 01:20:24,1365546024000,miniature,gadget,cleaner,miniature gadget cleaner,29.37
3407,2013-04-10 04:55:24,1365558924000,reflective,gadget,,reflective gadget,115.7
1090,2013-04-10 05:25:10,1365560710000,organic,dongle,carrying_case,organic dongle carrying_case,27.0
3517,2013-04-10 05:32:28,1365561148000,prize-winning,widget,wrapper,prize-winning widget wrapper,1.32
1490,2013-04-10 19:03:53,1365609833000,analog,widget,carrying_case,analog widget carrying_case,1.62
355,2013-04-10 19:33:31,1365611611000,prize-winning,apparatus,refill,prize-winning apparatus refill,264.0
2438,2013-04-11 01:15:29,1365632129000,,instrument,,instrument,44.0
312,2013-04-11 01:45:03,1365633903000,prize-winning,gadget,opener,prize-winning gadget opener,48.95
3847,2013-04-11 02:43:10,1365637390000,industrial-strength,contraption,,industrial-strength contraption,750.0
3511,2013-04-11 05:26:34,1365647194000,,dongle,how-to-manual,dongle how-to-manual,0.0
1923,2013-04-11 15:34:19,1365683659000,,tool,charger,tool charger,5.0
2410,2013-04-12 02:55:52,1365724552000,miniature,tool,warmer,miniature tool warmer,15.13
649,2013-04-12 05:18:37,1365733117000,industrial-strength,contraption,,industrial-strength contraption,750.0
737,2013-04-12 13:00:06,1365760806000,prize-winning,device,wrapper,prize-winning device wrapper,22.0
1878,2013-04-12 14:48:39,1365767319000,prize-winning,gadget,,prize-winning gadget,97.9
2420,2013-04-12 14:53:13,1365767593000,industrial-strength,contraption,,industrial-strength contraption,750.0
2907,2013-04-12 20:22:56,1365787376000,,instrument,refill,instrument refill,35.2
2951,2013-04-13 00:58:40,1365803920000,matte,mechanism,,matte mechanism,18.75
1031,2013-04-13 17:18:42,1365862722000,prize-winning,contraption,carrying_case,prize-winning contraption carrying_case,165.0
699,2013-04-14 04:19:01,1365902341000,analog,gadget,opener,analog gadget opener,40.05
1799,2013-04-14 17:35:41,1365950141000,rechargable,mechanism,,rechargable mechanism,19.5
2723,2013-04-14 20:30:02,1365960602000,extra-strength,gadget,warmer,extra-strength gadget warmer,195.8
1273,2013-04-15 04:41:01,1365990061000,industrial-strength,tool,cleaner,industrial-strength tool cleaner,45.0
359,2013-04-15 16:37:20,1366033040000,,dongle,how-to-manual,dongle how-to-manual,0.0
345,2013-04-15 17:12:52,1366035172000,,mechanism,,mechanism,15.0
654,2013-04-15 18:01:29,1366038089000,analog,instrument,warmer,analog instrument warmer,43.56
1619,2013-04-15 20:38:32,1366047512000,,dongle,storage_unit,dongle storage_unit,75.0
464,2013-04-15 21:18:13,1366049893000,glossy,tool,charger,glossy tool charger,6.0
707,2013-04-15 23:36:29,1366058189000,analog,device,carrying_case,analog device carrying_case,27.0
3901,2013-04-16 06:31:37,1366083097000,rechargable,instrument,refill,rechargable instrument refill,45.76
125,2013-04-16 07:18:30,1366085910000,analog,mechanism,,analog mechanism,13.5
3978,2013-04-16 10:47:36,1366098456000,fuzzy,dongle,,fuzzy dongle,30.0
2367,2013-04-16 16:21:27,1366118487000,industrial-strength,dongle,,industrial-strength dongle,90.0
1499,2013-04-16 17:20:00,1366122000000,organic,instrument,opener,organic instrument opener,33.0
504,2013-04-17 03:12:22,1366157542000,fuzzy,dongle,warmer,fuzzy dongle warmer,33.0
3450,2013-04-17 04:53:55,1366163635000,,widget,refill,widget refill,2.4
295,2013-04-17 05:44:52,1366166692000,extra-strength,gadget,,extra-strength gadget,178.0
2343,2013-04-17 06:33:20,1366169600000,matte,dongle,carrying_case,matte dongle carrying_case,22.5
